STATION,STATION_NAME,DATE,MDPR,DAPR,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,TOBS,AWND,WDF2,WDF5,WSF2,WSF5,PGTM,WT09,WT01,WT06,WT05,WT02,WT04,WT08,WT03
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160419,-9999,-9999,0.24,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160421,-9999,-9999,0.31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160422,-9999,-9999,0.26,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160423,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160424,-9999,-9999,0.15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160425,-9999,-9999,0.94,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160426,-9999,-9999,0.35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160427,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160428,-9999,-9999,0.43,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160429,-9999,-9999,0.68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160430,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160501,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160502,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160503,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160504,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160505,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160506,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160507,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160508,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160509,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160510,-9999,-9999,0.67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160511,-9999,-9999,0.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160512,-9999,-9999,0.15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160517,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160518,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160519,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160520,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160521,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160522,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160523,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160524,-9999,-9999,0.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160525,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160526,-9999,-9999,0.63,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160527,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160528,-9999,-9999,0.31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160529,-9999,-9999,0.16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160530,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160531,-9999,-9999,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160601,-9999,-9999,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160602,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160603,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160604,-9999,-9999,0.23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160605,-9999,-9999,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160606,-9999,-9999,0.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160607,-9999,-9999,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160608,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160609,-9999,-9999,1.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160610,-9999,-9999,0.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160612,-9999,-9999,0.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160613,-9999,-9999,1.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160614,-9999,-9999,0.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160615,-9999,-9999,1.63,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160616,-9999,-9999,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160617,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160618,-9999,-9999,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160619,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160620,-9999,-9999,0.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160621,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160622,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160623,-9999,-9999,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160624,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160625,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160626,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160627,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160628,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160629,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160630,-9999,-9999,0.44,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160701,-9999,-9999,0.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160702,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160703,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160704,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160705,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160706,-9999,-9999,1.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160707,-9999,-9999,0.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160708,-9999,-9999,0.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160710,-9999,-9999,0.23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160711,-9999,-9999,0.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160712,-9999,-9999,0.10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160713,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160714,-9999,-9999,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160715,-9999,-9999,0.14,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160716,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160717,-9999,-9999,0.27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160718,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160719,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160720,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160721,-9999,-9999,0.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160722,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160723,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160724,-9999,-9999,1.10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160725,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160726,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160727,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160728,-9999,-9999,1.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160729,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160730,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160731,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160801,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160802,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160803,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160804,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160805,-9999,-9999,1.50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160806,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160807,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160808,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MNRM0041,SAINT PAUL 4.5 WNW MN US,20160809,-9999,-9999,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
